from_airport_iata,to_airport_iata,days_of_week,departure_time,arrival_time,flight_duration,flight,airline_iata,aircraft_iata
DFW,AMA,1234567,15:00,16:37,1:37,AA5189,AA,AT7
DFW,AMA,1234567,19:00,20:15,1:15,AA3475,AA,ER4
DFW,AMA,1234567,20:45,22:19,1:34,AA5181,AA,AT7
DFW,AMA,123457,16:30,17:45,1:15,AA3353,AA,ER4
DFW,ATL,5,17:15,20:20,2:05,AA686,AA,M80
DFW,ATL,123457,17:05,20:10,2:05,AA686,AA,M80
DFW,ATL,1234567,7:40,10:50,2:10,AA1250,AA,M83
DFW,ATL,1234567,10:45,13:45,2:00,AA1868,AA,738
DFW,ATL,1234567,12:00,15:05,2:05,AA1632,AA,M80
DFW,ATL,1234567,13:05,16:10,2:05,AA474,AA,M80
DFW,ATL,1234567,16:35,19:40,2:05,AA1074,AA,M80
DFW,ATL,1234567,19:55,22:55,2:00,AA1332,AA,M80
DFW,ATL,123457,6:10,9:10,2:00,AA536,AA,738
DFW,ATL,123457,9:00,12:00,2:00,AA1402,AA,M80
DFW,ATL,123457,15:30,18:40,2:10,AA2222,AA,M80
DFW,ATL,123457,21:35,0:30,1:55,AA2020,AA,M80
DFW,AUS,5,21:20,22:15,0:55,AA355,AA,M80
DFW,AUS,1234567,21:05,22:00,0:55,AA355,AA,M80
DFW,AUS,1234567,7:55,9:00,1:05,AA1109,AA,M80
DFW,AUS,1234567,9:10,10:10,1:00,AA379,AA,M80
DFW,AUS,1234567,9:25,10:25,1:00,AA1477,AA,M83
DFW,AUS,1234567,11:15,12:15,1:00,AA1101,AA,M80
DFW,AUS,1234567,12:45,13:45,1:00,AA1119,AA,M80
DFW,AUS,1234567,13:55,14:55,1:00,AA1587,AA,M80
DFW,AUS,1234567,14:45,15:45,1:00,AA1096,AA,M83
DFW,AUS,1234567,16:00,17:00,1:00,AA638,AA,M80
DFW,AUS,1234567,17:30,18:30,1:00,AA479,AA,M80
DFW,AUS,1234567,19:25,20:25,1:00,AA1486,AA,M80
DFW,AUS,1234567,19:55,20:55,1:00,AA623,AA,M80
DFW,AUS,1234567,20:40,21:40,1:00,AA1347,AA,M80
DFW,AUS,123457,16:35,17:35,1:00,AA1245,AA,M83
DFW,AUS,123457,18:35,19:35,1:00,AA2264,AA,M80
DFW,AUS,123457,23:25,0:20,0:55,AA1532,AA,M80
DFW,AUS,6,18:35,19:35,1:00,AA1264,AA,M80
DFW,BDL,1234567,8:25,12:35,3:10,AA1916,AA,738
DFW,BDL,1234567,12:45,17:00,3:15,AA1048,AA,738
DFW,BDL,123457,20:45,0:55,3:10,AA1606,AA,738
DFW,BHM,1234567,8:50,10:25,1:35,AA1512,AA,M80
DFW,BHM,1234567,19:25,21:00,1:35,AA322,AA,M80
DFW,BHM,123457,15:10,16:45,1:35,AA1218,AA,M80
DFW,BJX,1234567,10:10,12:45,2:35,AA3737,AA,ERD
DFW,BJX,1567,9:45,12:20,2:35,AA3737,AA,ERD
DFW,BJX,1234567,19:30,22:05,2:35,AA3739,AA,ERD
DFW,BMI,1234567,13:05,15:00,1:55,AA3481,AA,ER4
DFW,BMI,1567,13:00,14:55,1:55,AA3481,AA,ER4
DFW,BNA,5,19:50,21:35,1:45,AA1498,AA,M80
DFW,BNA,1234567,19:35,21:15,1:40,AA1498,AA,M80
DFW,BNA,1234567,7:15,9:00,1:45,AA318,AA,M80
DFW,BNA,1234567,10:10,11:50,1:40,AA1792,AA,M80
DFW,BNA,1234567,12:20,14:05,1:45,AA2024,AA,M80
DFW,BNA,1234567,14:05,15:50,1:45,AA1610,AA,M83
DFW,BNA,1234567,18:05,19:45,1:40,AA1202,AA,M80
DFW,BNA,123457,16:35,18:20,1:45,AA1848,AA,M80
DFW,BNA,123457,21:35,23:15,1:40,AA428,AA,M80
DFW,BOS,1234567,6:55,11:25,3:30,AA1466,AA,M83
DFW,BOS,1234567,12:50,17:15,3:25,AA1122,AA,757
DFW,BOS,1234567,18:20,22:35,3:15,AA2228,AA,757
DFW,BOS,123456,10:05,14:30,3:25,AA654,AA,757
DFW,BOS,123457,11:40,16:10,3:30,AA424,AA,M83
DFW,BOS,123457,14:50,19:15,3:25,AA1882,AA,757
DFW,BOS,123457,19:55,0:15,3:20,AA490,AA,M80
DFW,BOS,12345,8:20,12:40,3:20,AA1106,AA,757
DFW,BTR,1234567,7:20,8:40,1:20,AA3613,AA,ERD
DFW,BTR,1234567,8:20,9:40,1:20,AA3575,AA,ERD
DFW,BTR,1234567,10:00,11:20,1:20,AA3469,AA,ERD
DFW,BTR,1234567,11:30,12:50,1:20,AA3357,AA,ERD
DFW,BTR,1234567,16:55,18:10,1:15,AA3395,AA,ERD
DFW,BTR,1567,7:30,8:50,1:20,AA3613,AA,ERD
DFW,BTR,1567,8:55,10:15,1:20,AA3575,AA,ERD
DFW,BTR,1567,10:10,11:30,1:20,AA3469,AA,ERD
DFW,BTR,1567,11:35,12:55,1:20,AA3357,AA,ERD
DFW,BTR,1567,17:10,18:25,1:15,AA3395,AA,ERD
DFW,BTR,1234567,14:10,15:30,1:20,AA3405,AA,ERD
DFW,BTR,1234567,15:40,17:00,1:20,AA3541,AA,ERD
DFW,BTR,1234567,20:45,22:00,1:15,AA3471,AA,ERD
DFW,BUR,1234567,11:00,12:30,3:30,AA493,AA,M80
DFW,BUR,1234567,19:15,20:40,3:25,AA1691,AA,M80
DFW,BUR,123457,9:10,10:35,3:25,AA817,AA,M80
DFW,BUR,123457,13:45,15:15,3:30,AA2055,AA,M80
DFW,BWI,1234567,8:00,11:45,2:45,AA1678,AA,M80
DFW,BWI,1234567,11:40,15:25,2:45,AA2096,AA,M80
DFW,BWI,1234567,14:00,17:50,2:50,AA1698,AA,M80
DFW,BWI,1234567,16:25,20:15,2:50,AA1298,AA,M80
DFW,BWI,123457,20:20,0:05,2:45,AA2404,AA,M80
DFW,BZE,1234567,6:00,11:45,5:45,AA2103,AA,738
DFW,BZE,1234567,12:40,15:30,2:50,AA2193,AA,738
DFW,CCS,6,14:10,20:50,5:10,AA2155,AA,757
DFW,CDG,1234567,17:20,9:40,9:20,AA48,AA,763
DFW,CHA,1234567,8:30,11:20,1:50,AA3587,AA,ERD
DFW,CHA,1234567,13:35,16:25,1:50,AA3473,AA,ERD
DFW,CHS,1234567,7:30,10:55,2:25,AA3827,AA,ER4
DFW,CHS,1234567,13:10,16:35,2:25,AA3507,AA,ER4
DFW,CHS,1234567,18:20,21:45,2:25,AA3483,AA,ER4
DFW,CID,1234567,8:15,10:15,2:00,AA3501,AA,ER4
DFW,CID,1234567,12:50,14:50,2:00,AA3651,AA,ER4
DFW,CID,1234567,19:10,21:05,1:55,AA3513,AA,ER4
DFW,CID,123457,11:35,13:35,2:00,AA3577,AA,ER4
DFW,CID,1567,8:15,10:10,1:55,AA3501,AA,ER4
DFW,CID,1567,13:15,15:15,2:00,AA3651,AA,ER4
DFW,CID,1567,19:15,21:10,1:55,AA3513,AA,ER4
DFW,CID,157,12:05,14:05,2:00,AA3577,AA,ER4
DFW,CID,1234567,9:35,11:35,2:00,AA3523,AA,ER4
DFW,CID,123457,16:35,18:30,1:55,AA3579,AA,ER4
DFW,CLE,1234567,8:50,12:20,2:30,AA3423,AA,CR7
DFW,CLE,1234567,11:40,15:10,2:30,AA3635,AA,CR7
DFW,CLE,1234567,17:20,20:50,2:30,AA3531,AA,CR7
DFW,CLL,1234567,9:10,10:05,0:55,AA3351,AA,ER4
DFW,CLL,1567,9:05,10:00,0:55,AA3351,AA,ER4
DFW,CLL,1234567,16:30,17:25,0:55,AA3425,AA,ER4
DFW,CLL,123457,12:15,13:10,0:55,AA3417,AA,ER4
DFW,CLT,5,19:35,22:55,2:20,AA1528,AA,M80
DFW,CLT,123457,19:25,22:45,2:20,AA1528,AA,M80
DFW,CLT,1234567,11:25,14:45,2:20,AA1436,AA,M80
DFW,CLT,1234567,14:55,18:20,2:25,AA644,AA,M80
DFW,CLT,1234567,17:10,20:30,2:20,AA2438,AA,M80
DFW,CLT,123457,7:15,10:35,2:20,AA1728,AA,M80
DFW,CMH,1234567,13:50,17:05,2:15,AA1400,AA,M80
DFW,CMH,1234567,17:30,20:50,2:20,AA3597,AA,ER4
DFW,CMH,123457,9:45,13:00,2:15,AA460,AA,M80
DFW,CMH,12345,20:10,23:25,2:15,AA642,AA,M83
DFW,CMH,7,20:25,23:40,2:15,AA642,AA,M83
DFW,CMI,1234567,18:45,20:45,2:00,AA3451,AA,ER4
DFW,CMI,1567,18:50,20:45,1:55,AA3451,AA,ER4
DFW,COS,5,18:20,19:20,2:00,AA1153,AA,M80
DFW,COS,123456,18:05,19:00,1:55,AA1153,AA,M83
DFW,COS,1234567,11:10,12:05,1:55,AA511,AA,M80
DFW,COS,1234567,14:40,15:35,1:55,AA1675,AA,M80
DFW,COS,1234567,20:45,21:40,1:55,AA689,AA,M80
DFW,COS,123457,9:20,10:15,1:55,AA1361,AA,M80
DFW,COS,6,9:20,10:15,1:55,AA1135,AA,M80
DFW,COS,7,18:00,18:55,1:55,AA1153,AA,M83
DFW,CRP,1234567,11:45,13:05,1:20,AA3801,AA,ER4
DFW,CRP,1234567,13:00,14:20,1:20,AA3701,AA,ER4
DFW,CRP,1567,12:50,14:15,1:25,AA3701,AA,ER4
DFW,CRP,1234567,7:20,8:40,1:20,AA3433,AA,ER4
DFW,CRP,1234567,9:05,10:25,1:20,AA3565,AA,ER4
DFW,CRP,1234567,10:30,11:50,1:20,AA3875,AA,ER4
DFW,CRP,1234567,14:50,16:10,1:20,AA3419,AA,ER4
DFW,CRP,1234567,16:45,18:05,1:20,AA3627,AA,ER4
DFW,CRP,1234567,21:25,22:45,1:20,AA3569,AA,ER4
DFW,CUN,2345,9:15,11:55,2:40,AA315,AA,757
DFW,CUN,134567,9:15,11:55,2:40,AA315,AA,757
DFW,CUN,1234567,11:15,14:00,2:45,AA2063,AA,757
DFW,CUN,1234567,12:40,15:15,2:35,AA1625,AA,757
DFW,CUN,1234567,18:20,20:50,2:30,AA1211,AA,757
DFW,CUN,6,14:40,17:15,2:35,AA2043,AA,738
DFW,CUU,1234567,12:30,13:35,2:05,AA3385,AA,ER4
DFW,CUU,1234567,19:55,20:55,2:00,AA3409,AA,ERD
DFW,CVG,1234567,7:00,10:10,2:10,AA3457,AA,ER4
DFW,CVG,1234567,8:50,12:00,2:10,AA3437,AA,ER4
DFW,CVG,1234567,12:10,15:20,2:10,AA3543,AA,ERD
DFW,CVG,1234567,19:55,23:05,2:10,AA3371,AA,ER4
DFW,CVG,123457,10:35,13:45,2:10,AA3667,AA,ER4
DFW,CVG,123457,14:45,17:55,2:10,AA3603,AA,ER4
DFW,CZM,134567,11:15,13:55,2:40,AA367,AA,738
DFW,DAY,1234567,13:55,17:05,2:10,AA1822,AA,M80
DFW,DAY,123457,9:40,12:50,2:10,AA1042,AA,M80
DFW,DAY,123457,19:10,22:20,2:10,AA658,AA,M80
DFW,DCA,123457,12:35,17:45,4:10,AA446,AA,M80
DFW,DCA,1234567,9:30,13:10,2:40,AA1600,AA,738
DFW,DCA,3,9:50,13:30,2:40,AA2522,AA,757
DFW,DCA,123457,9:30,13:10,2:40,AA1600,AA,738
DFW,DCA,5,16:10,19:55,2:45,AA1476,AA,M80
DFW,DCA,123457,9:30,13:10,2:40,AA1600,AA,738
DFW,DCA,1234567,15:55,19:35,2:40,AA1476,AA,M80
DFW,DCA,1234567,8:05,11:45,2:40,AA670,AA,M80
DFW,DCA,1234567,11:15,14:50,2:35,AA1150,AA,738
DFW,DCA,1234567,13:10,16:55,2:45,AA1296,AA,M83
DFW,DCA,1234567,19:05,22:45,2:40,AA364,AA,738
DFW,DCA,1234567,20:00,23:35,2:35,AA1900,AA,738
DFW,DCA,123457,12:05,15:45,2:40,AA652,AA,M80
DFW,DCA,123457,14:30,18:10,2:40,AA1548,AA,738
DFW,DCA,123457,17:15,20:55,2:40,AA1188,AA,738
DFW,DCA,12345,6:35,10:15,2:40,AA1428,AA,738
DFW,DEN,1234567,7:25,8:30,2:05,AA1183,AA,M80
DFW,DEN,1234567,8:40,9:45,2:05,AA2065,AA,M80
DFW,DEN,1234567,10:05,11:10,2:05,AA1241,AA,M80
DFW,DEN,1234567,11:30,12:35,2:05,AA1847,AA,738
DFW,DEN,1234567,12:45,13:50,2:05,AA1295,AA,M80
DFW,DEN,1234567,14:00,15:00,2:00,AA1357,AA,738
DFW,DEN,1234567,15:15,16:20,2:05,AA1163,AA,M80
DFW,DEN,1234567,16:35,17:40,2:05,AA2281,AA,M80
DFW,DEN,1234567,17:40,18:45,2:05,AA1111,AA,M80
DFW,DEN,1234567,20:20,21:25,2:05,AA1027,AA,M80
DFW,DEN,1234567,21:25,22:25,2:00,AA1069,AA,M83
DFW,DSM,1234567,7:50,9:35,1:45,AA3711,AA,ER4
DFW,DSM,1234567,9:40,11:25,1:45,AA3841,AA,ER4
DFW,DSM,1234567,14:40,16:25,1:45,AA3677,AA,CR7
DFW,DSM,1234567,18:00,19:50,1:50,AA3673,AA,ER4
DFW,DSM,123457,11:05,12:50,1:45,AA3611,AA,ER4
DFW,DSM,123457,16:00,17:45,1:45,AA3723,AA,ER4
DFW,DTW,1234567,10:10,13:45,2:35,AA616,AA,M80
DFW,DTW,1234567,12:55,16:25,2:30,AA1534,AA,M80
DFW,DTW,1234567,19:15,22:45,2:30,AA2312,AA,M83
DFW,DTW,123457,14:25,18:05,2:40,AA524,AA,M80
DFW,DTW,12345,7:15,10:45,2:30,AA1322,AA,M80
DFW,EGE,1234567,12:30,13:50,2:20,AA2287,AA,757
DFW,EGE,1234567,17:40,19:00,2:20,AA2207,AA,757
DFW,EGE,67,9:30,11:00,2:30,AA2209,AA,757
DFW,EGE,6,14:50,16:10,2:20,AA2205,AA,757
DFW,ELP,1234567,9:15,10:00,1:45,AA1335,AA,M80
DFW,ELP,1234567,11:00,11:50,1:50,AA401,AA,M80
DFW,ELP,1234567,12:30,13:15,1:45,AA2335,AA,M80
DFW,ELP,1234567,15:35,16:20,1:45,AA1685,AA,M80
DFW,ELP,1234567,19:40,20:25,1:45,AA523,AA,M80
DFW,ELP,123457,14:05,14:50,1:45,AA1161,AA,M80
DFW,ELP,123457,17:25,18:10,1:45,AA1033,AA,M80
DFW,ELP,123457,22:15,23:00,1:45,AA555,AA,M83
DFW,ELP,457,7:20,8:00,1:40,AA3435,AA,ERD
DFW,ELP,6,17:35,18:25,1:50,AA1033,AA,M80
DFW,EVV,1234567,12:50,14:40,1:50,AA3679,AA,ER4
DFW,EWR,1234567,9:30,13:55,3:25,AA1874,AA,M83
DFW,EWR,1234567,12:00,16:25,3:25,AA580,AA,M83
DFW,EWR,1234567,14:00,18:30,3:30,AA1432,AA,M83
DFW,EWR,1234567,19:05,23:25,3:20,AA560,AA,M83
DFW,EWR,123457,11:30,17:55,5:25,AA2344,AA,M80
DFW,EWR,123457,16:35,21:00,3:25,AA878,AA,M83
DFW,EWR,12345,6:40,10:55,3:15,AA1590,AA,M83
DFW,EZE,1234567,19:35,9:55,10:20,AA997,AA,777
DFW,FAT,1234567,10:55,12:30,3:35,AA1885,AA,M80
DFW,FAT,1234567,19:30,21:05,3:35,AA1064,AA,M80
DFW,FLL,1234567,8:40,12:25,2:45,AA1394,AA,M80
DFW,FLL,1234567,13:20,17:05,2:45,AA1480,AA,M80
DFW,FLL,1234567,16:45,20:20,2:35,AA1386,AA,757
DFW,FLL,1234567,18:05,21:40,2:35,AA436,AA,738
DFW,FLL,1234567,19:45,23:20,2:35,AA1320,AA,757
DFW,FLL,13457,6:55,10:30,2:35,AA2042,AA,757
DFW,FRA,1234567,14:45,7:05,9:20,AA70,AA,777
DFW,FSM,1234567,16:50,17:50,1:00,AA3695,AA,ER4
DFW,FSM,1567,17:00,18:00,1:00,AA3695,AA,ER4
DFW,FSM,1234567,8:40,9:40,1:00,AA3489,AA,ER4
DFW,FSM,1234567,11:40,12:40,1:00,AA3521,AA,ER4
DFW,FSM,1234567,13:45,14:45,1:00,AA3783,AA,ER4
DFW,FSM,1234567,20:45,21:45,1:00,AA3653,AA,ER4
DFW,FWA,1234567,10:40,13:50,2:10,AA3793,AA,ER4
DFW,FWA,1234567,18:15,21:30,2:15,AA3467,AA,ER4
DFW,GCM,1234567,7:05,13:30,5:25,AA561,AA,738
DFW,GDL,1234567,11:45,14:25,2:40,AA1537,AA,M80
DFW,GDL,1234567,18:45,21:30,2:45,AA3849,AA,ER4
DFW,GGG,1234567,9:20,10:10,0:50,AA3431,AA,ER4
DFW,GGG,1567,9:30,10:20,0:50,AA3431,AA,ER4
DFW,GGG,1234567,15:35,16:25,0:50,AA3445,AA,ER4
DFW,GJT,1234567,11:10,12:40,2:30,AA3561,AA,ER4
DFW,GJT,1234567,17:45,19:15,2:30,AA3545,AA,ER4
DFW,GPT,1234567,7:30,10:45,2:15,AA3411,AA,ER4
DFW,GPT,1234567,8:55,10:25,1:30,AA3791,AA,ER4
DFW,GPT,1234567,14:05,17:20,2:15,AA3831,AA,ER4
DFW,GPT,1234567,15:00,16:25,1:25,AA3383,AA,ER4
DFW,GPT,1234567,19:15,22:25,2:10,AA3725,AA,ER4
DFW,GPT,1234567,20:15,21:40,1:25,AA3733,AA,ER4
DFW,GRK,1234567,10:45,11:35,0:50,AA3505,AA,ERD
DFW,GRK,1234567,11:45,12:45,1:00,AA5153,AA,AT7
DFW,GRK,1234567,12:55,13:55,1:00,AA5109,AA,AT7
DFW,GRK,1234567,14:25,15:25,1:00,AA5179,AA,AT7
DFW,GRK,1234567,21:20,22:18,0:58,AA5119,AA,AT7
DFW,GRK,123457,17:35,18:35,1:00,AA5115,AA,AT7
DFW,GRK,1567,10:50,11:40,0:50,AA3505,AA,ERD
DFW,GRK,1567,12:00,13:02,1:02,AA5153,AA,AT7
DFW,GRK,1567,13:20,14:10,0:50,AA3539,AA,ERD
DFW,GRK,1567,14:20,15:22,1:02,AA5111,AA,AT7
DFW,GRK,1567,20:50,21:50,1:00,AA5119,AA,AT7
DFW,GRK,157,17:35,18:25,0:50,AA3691,AA,ER4
DFW,GRK,1234567,8:35,9:35,1:00,AA5103,AA,AT7
DFW,GRK,1234567,16:05,17:09,1:04,AA5113,AA,AT7
DFW,GRK,1234567,19:40,20:41,1:01,AA5117,AA,AT7
DFW,GRK,123457,7:25,8:25,1:00,AA5101,AA,AT7
DFW,GRK,123457,9:20,10:22,1:02,AA5105,AA,AT7
DFW,GRR,1234567,11:40,15:05,2:25,AA3693,AA,ER4
DFW,GRR,1234567,19:30,22:55,2:25,AA3781,AA,ER4
DFW,GRU,1234567,19:45,9:40,9:55,AA963,AA,777
DFW,GSO,1234567,8:25,11:50,2:25,AA3727,AA,ER4
DFW,GSO,1234567,19:55,23:20,2:25,AA3567,AA,ER4
DFW,GSP,1234567,6:40,9:55,2:15,AA3619,AA,ER4
DFW,GSP,1234567,10:30,13:35,2:05,AA3745,AA,ER4
DFW,GSP,1234567,13:20,16:25,2:05,AA3767,AA,ER4
DFW,GSP,1234567,19:45,22:50,2:05,AA3747,AA,ER4
DFW,GUA,1234567,17:15,20:30,3:15,AA2195,AA,738
DFW,GUC,1234567,13:25,14:30,2:05,AA2241,AA,757
DFW,HDN,1234567,11:45,13:10,2:25,AA2229,AA,757
DFW,HDN,6,19:15,20:40,2:25,AA2089,AA,757
DFW,HNL,1234567,9:55,14:25,8:30,AA123,AA,763
DFW,HNL,1234567,12:50,17:20,8:30,AA5,AA,763
DFW,HOU,1234567,18:55,20:05,1:10,AA3269,AA,ERD
DFW,HOU,1234567,7:00,8:10,1:10,AA3551,AA,ER4
DFW,HOU,1234567,7:55,9:05,1:10,AA3761,AA,ER4
DFW,HOU,1234567,9:45,10:55,1:10,AA3403,AA,ER4
DFW,HOU,1234567,11:50,13:00,1:10,AA3797,AA,ER4
DFW,HOU,1234567,13:30,14:40,1:10,AA3527,AA,ER4
DFW,HOU,1234567,16:35,17:45,1:10,AA3623,AA,ER4
DFW,HOU,1234567,17:20,18:30,1:10,AA3573,AA,ER4
DFW,HOU,1234567,21:00,22:05,1:05,AA3743,AA,ER4
DFW,HSV,1234567,9:25,11:00,1:35,AA1378,AA,M80
DFW,HSV,1234567,19:20,20:55,1:35,AA1930,AA,M80
DFW,HSV,123457,15:15,16:50,1:35,AA1360,AA,M80
DFW,IAD,1234567,9:30,13:05,2:35,AA1310,AA,738
DFW,IAD,1234567,12:00,15:45,2:45,AA1356,AA,M80
DFW,IAD,1234567,17:40,21:20,2:40,AA1962,AA,M80
DFW,IAD,123457,8:05,11:45,2:40,AA1572,AA,M80
DFW,IAD,123457,14:45,18:30,2:45,AA1720,AA,M80
DFW,IAD,123457,20:45,0:25,2:40,AA1710,AA,M80
DFW,IAH,1234567,7:10,8:15,1:05,AA2385,AA,M80
DFW,IAH,1234567,10:00,11:10,1:10,AA1445,AA,M80
DFW,IAH,1234567,12:30,13:40,1:10,AA1073,AA,M80
DFW,IAH,1234567,15:10,16:20,1:10,AA1897,AA,M80
DFW,IAH,1234567,19:40,20:50,1:10,AA1300,AA,M83
DFW,IAH,12345,17:35,18:45,1:10,AA843,AA,738
DFW,ICT,1234567,9:35,10:50,1:15,AA471,AA,M80
DFW,ICT,1234567,12:55,14:10,1:15,AA1739,AA,M80
DFW,ICT,1234567,15:55,17:10,1:15,AA538,AA,M80
DFW,ICT,123457,19:55,21:10,1:15,AA1826,AA,M83
DFW,IND,5,18:30,21:35,2:05,AA1760,AA,M83
DFW,IND,123457,18:20,21:25,2:05,AA1760,AA,M80
DFW,IND,1234567,7:35,10:45,2:10,AA1660,AA,M80
DFW,IND,1234567,10:20,13:25,2:05,AA482,AA,M80
DFW,IND,1234567,13:00,16:05,2:05,AA540,AA,M80
DFW,IND,134567,15:55,19:00,2:05,AA1380,AA,M80
DFW,JAC,1234567,17:15,19:10,2:55,AA2307,AA,757
DFW,JAN,1234567,20:05,21:20,1:15,AA3243,AA,ER4
DFW,JAN,1567,20:00,21:15,1:15,AA3243,AA,ER4
DFW,JAN,1234567,7:45,9:00,1:15,AA3877,AA,ER4
DFW,JAN,1234567,8:55,10:10,1:15,AA3633,AA,ER4
DFW,JAN,1234567,11:10,12:25,1:15,AA3713,AA,ER4
DFW,JAN,1234567,14:05,15:20,1:15,AA3857,AA,ER4
DFW,JAN,1234567,15:20,16:35,1:15,AA3509,AA,ER4
DFW,JAN,123457,12:40,14:00,1:20,AA3639,AA,ER4
DFW,JAN,123457,17:15,18:35,1:20,AA3809,AA,ER4
DFW,JAX,1234567,10:15,13:30,2:15,AA440,AA,M80
DFW,JAX,1234567,14:10,17:25,2:15,AA1914,AA,M80
DFW,JAX,123457,20:00,23:15,2:15,AA1354,AA,M80
DFW,JFK,1234567,12:10,16:40,3:30,AA1008,AA,M83
DFW,LAS,1234567,9:00,9:55,2:55,AA1887,AA,757
DFW,LAS,1567,9:00,10:00,3:00,AA1887,AA,M80
DFW,LAS,1234567,7:10,8:05,2:55,AA1363,AA,738
DFW,LAS,1234567,11:10,12:10,3:00,AA1871,AA,757
DFW,LAS,1234567,11:55,13:00,3:05,AA1063,AA,757
DFW,LAS,1234567,13:25,14:25,3:00,AA1475,AA,757
DFW,LAS,1234567,14:50,15:55,3:05,AA2249,AA,M80
DFW,LAS,1234567,16:10,17:10,3:00,AA1803,AA,M80
DFW,LAS,1234567,21:05,22:05,3:00,AA473,AA,757
DFW,LAS,123457,19:35,20:30,2:55,AA1595,AA,757
DFW,LAS,34567,18:10,19:05,2:55,AA539,AA,738
DFW,LAW,123457,16:55,17:55,1:00,AA5123,AA,AT7
DFW,LAW,157,16:55,17:53,0:58,AA5123,AA,AT7
DFW,LAW,1234567,8:00,8:50,0:50,AA3461,AA,ER4
DFW,LAW,1234567,9:20,10:20,1:00,AA5125,AA,AT7
DFW,LAW,1234567,13:25,14:25,1:00,AA5139,AA,AT7
DFW,LAW,1234567,19:30,20:28,0:58,AA5127,AA,AT7
DFW,LAX,1234567,16:10,17:30,3:20,AA2457,AA,738
DFW,LAX,1234567,6:10,7:30,3:20,AA2401,AA,757
DFW,LAX,1567,16:10,17:35,3:25,AA2457,AA,M80
DFW,LAX,134567,6:10,7:30,3:20,AA2401,AA,757
DFW,LAX,1234567,7:40,9:00,3:20,AA2407,AA,763
DFW,LAX,1234567,9:20,10:40,3:20,AA2409,AA,738
DFW,LAX,1234567,10:05,11:30,3:25,AA2413,AA,M80
DFW,LAX,1234567,11:20,12:45,3:25,AA2421,AA,763
DFW,LAX,1234567,12:10,13:40,3:30,AA2427,AA,M80
DFW,LAX,1234567,12:45,14:20,3:35,AA2431,AA,M80
DFW,LAX,1234567,13:30,14:55,3:25,AA2445,AA,738
DFW,LAX,1234567,14:50,16:10,3:20,AA161,AA,757
DFW,LAX,1234567,16:35,18:05,3:30,AA2459,AA,M80
DFW,LAX,1234567,17:15,18:40,3:25,AA2465,AA,M80
DFW,LAX,1234567,19:05,20:25,3:20,AA2473,AA,738
DFW,LAX,1234567,21:40,23:05,3:25,AA2489,AA,738
DFW,LAX,123457,19:40,21:10,3:30,AA2485,AA,757
DFW,LBB,1234567,7:00,8:25,1:25,AA5171,AA,AT7
DFW,LBB,1234567,10:35,12:05,1:30,AA5193,AA,AT7
DFW,LBB,1234567,12:30,14:00,1:30,AA5177,AA,AT7
DFW,LBB,1234567,14:40,15:45,1:05,AA3495,AA,ER4
DFW,LBB,1234567,17:05,18:10,1:05,AA3503,AA,ER4
DFW,LBB,1567,7:20,8:25,1:05,AA3553,AA,CR7
DFW,LBB,1567,10:25,11:55,1:30,AA5193,AA,AT7
DFW,LBB,1567,12:40,13:50,1:10,AA3495,AA,ER4
DFW,LBB,1567,14:20,15:44,1:24,AA5161,AA,AT7
DFW,LBB,1567,16:55,18:00,1:05,AA3503,AA,ER4
DFW,LBB,1234567,8:05,9:10,1:05,AA3795,AA,ER4
DFW,LBB,1234567,9:15,10:20,1:05,AA3661,AA,ER4
DFW,LBB,1234567,18:40,19:50,1:10,AA3885,AA,ER4
DFW,LBB,1234567,21:10,22:35,1:25,AA5157,AA,AT7
DFW,LEX,1234567,18:40,21:45,2:05,AA3239,AA,ERD
DFW,LEX,1567,19:10,22:15,2:05,AA3239,AA,ERD
DFW,LEX,1234567,9:50,12:55,2:05,AA3669,AA,ERD
DFW,LEX,1234567,11:50,14:55,2:05,AA3681,AA,ERD
DFW,LEX,1234567,15:25,18:30,2:05,AA3631,AA,ERD
DFW,LFT,123457,16:40,18:00,1:20,AA3201,AA,ER4
DFW,LFT,1234567,9:05,10:25,1:20,AA3715,AA,ER4
DFW,LFT,1234567,13:30,14:45,1:15,AA3741,AA,ER4
DFW,LFT,1234567,19:15,20:35,1:20,AA3753,AA,ER4
DFW,LGA,1234567,7:10,11:35,3:25,AA704,AA,M80
DFW,LGA,1234567,8:10,12:29,3:19,AA708,AA,M80
DFW,LGA,1234567,9:00,13:20,3:20,AA710,AA,M80
DFW,LGA,1234567,11:15,15:40,3:25,AA720,AA,M80
DFW,LGA,1234567,12:10,16:35,3:25,AA728,AA,M80
DFW,LGA,1234567,13:25,17:50,3:25,AA732,AA,M80
DFW,LGA,1234567,14:25,18:50,3:25,AA736,AA,M80
DFW,LGA,1234567,15:15,19:40,3:25,AA738,AA,M80
DFW,LGA,1234567,16:40,21:05,3:25,AA742,AA,M80
DFW,LGA,1234567,17:45,22:05,3:20,AA750,AA,M80
DFW,LGA,1234567,19:05,23:15,3:10,AA766,AA,757
DFW,LGA,123457,10:00,14:20,3:20,AA712,AA,M80
DFW,LGA,123457,17:25,21:50,3:25,AA744,AA,M80
DFW,LGA,123457,18:25,22:45,3:20,AA762,AA,M80
DFW,LGA,12345,6:40,11:00,3:20,AA700,AA,738
DFW,LGA,12345,15:50,20:10,3:20,AA740,AA,738
